job_id,machine,agent,command,git_commit,config_sha256,dataset_sha256,split_sha256,started_at,finished_at,status,artifact_revision,notes
train_classical-20260918T183613-3ae4789b,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder resnet50 --classifier gradient_boosting,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,253407f61c17eaf6bbd85625d2b5f5eaba3de5b3e5fdff32b3b3f0df2ba34f10,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:06:13.377746+00:00,2026-09-18T13:06:26.288168+00:00,complete,a84fe828b43e5d0200ac39d7975405bdc1fe2f59063c0a1c95cf76054c04b4fa,
train_classical-20260918T183627-601b253b,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder resnet50 --classifier knn,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,7c999b39d3682ab4f82bc4ee1c3c37e1d5e87357c1bb3bad1cd37fb079e270b2,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:06:27.628156+00:00,2026-09-18T13:06:30.218929+00:00,complete,f7d51f51a4d02c7e9f028f1b338a6b3f3b00fce1f3f36dc1dd5dd14cf2ac0ccb,
repeat_mil-20260918T183632-8fd7b1af,hawk-prime,hawk-prime-agent,"/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder resnet50 --device auto --epochs 2 --seeds 42,43",f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,654ed7864e6d3d4f5187a755314890136bcaaabb02d83fa3df456d2542fb540f,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:06:32.533349+00:00,2026-09-18T13:06:34.965873+00:00,complete,d386aff0b52472051e6ea4e3f329d6292c5d6dc2863b41466511145e020ff0f7,
extract_features-20260918T183638-e20b0373,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/10_extract_features.py --config configs/study_25class.yaml --encoder inception_v3 --device auto,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,6748a86802c04560430cb89980f206929747bd5b53a1dfadb5f03071b45d2182,,,2026-09-18T13:06:38.494290+00:00,2026-09-18T13:06:39.916493+00:00,complete,85ee8e56189d6e68da1b843913671e975d7d1da853e63c27475899c5350c2bc2,
train_classical-20260918T183641-47968efd,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier logistic,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,456fef3ba405552be600ff4d9315e59dc5ccb960aae26732cd340caaf63f1708,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:06:41.414448+00:00,2026-09-18T13:06:43.457984+00:00,complete,ca325bc3daafb15e04696b537b9d0d38be0e9b61c338df805dd4f4d26f245b6d,
train_classical-20260918T183644-c1865428,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier svm_linear,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,b739a38056a51e1479f3323901fe3eb9fa2d60d00b7979e4f8c38c9de18c3a91,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:06:44.779453+00:00,2026-09-18T13:06:46.944581+00:00,complete,d64137f3e4b03a8fba68f630e15d3cd01157c65dab98badce588d7e7220e2966,
train_classical-20260918T183648-1ef4fe74,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier random_forest,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,b9d21c3005ab226b74563fc4367d4dcdb2ed7fc6a05d1385f3954292f3d7906a,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:06:48.253209+00:00,2026-09-18T13:06:58.811086+00:00,complete,f195f66cc4ecac3d50caac0c0fa339ecbd94f327466498a9ae7d48dc0e2d00a5,
train_classical-20260918T183700-7abd04f2,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier gradient_boosting,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,ea0b9e16a64db6495e87b0d29f67d9eb484b14f6e974d03fec1ec8892bc513c6,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:07:00.217645+00:00,2026-09-18T13:07:22.135242+00:00,complete,1b9937de1ce363fc2acada3e75907f7b19ae830712f76a0c336c3bc30476f4aa,
train_classical-20260918T183723-b47f46db,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier knn,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,f17323653afa0dae12d7a59747ba1d389626f25ce9aa814f180bc977a09ed7cc,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:07:23.450691+00:00,2026-09-18T13:07:26.123815+00:00,complete,b71f8b1ddccdb3d177fba26e08961901b0fe7c5c7a03f214979b42db36e7e7ce,
repeat_mil-20260918T183728-d8bcec32,hawk-prime,hawk-prime-agent,"/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder inception_v3 --device auto --epochs 2 --seeds 42,43",f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,d8c7ba7e5a81ae243f5c3bf492a389d8e93e832015283dd3a562cce0ed03091a,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:07:28.416011+00:00,2026-09-18T13:07:30.832077+00:00,complete,56d27bf6d414f811fc63626e0824f54e87cfa748a1289f598c45422d6687accc,
extract_features-20260918T183734-8b92ac4b,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/10_extract_features.py --config configs/study_25class.yaml --encoder bit50 --device auto,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,0dcb4c933707823dbcfce49d178e16686e8921383c70182f617455fdb3513b83,,,2026-09-18T13:07:34.405582+00:00,2026-09-18T13:07:42.232681+00:00,complete,112f4f0dec2cddb4fe2070d7bafaec89adb611eab744f9fd358a31fb4d39b5f3,
train_classical-20260918T183745-325e9d01,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier logistic,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,7552a6a36efd8c3c80fd8afbe0ed16130aeef2a2595d1c5e706710d86a574765,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:07:45.954950+00:00,2026-09-18T13:07:47.946742+00:00,complete,d267a33744c8fa42e7a48e8403fb2604b626a17fcdd674c75bb59d562a055df6,
train_classical-20260918T183749-fed14b8c,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier svm_linear,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,f957f14bd6cd90ed0558230c4169b2671a597e5ab61d247dde6ba439ce359e79,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:07:49.309170+00:00,2026-09-18T13:07:51.515156+00:00,complete,dbe640a978c909687aa6621da3bfe008c53b29b4b66f75476fbd01f3f3415c0f,
train_classical-20260918T183752-0360376d,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier random_forest,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,dbd7b3b69582c97a5a63e83f495b6b41f5ad4969762beef15fa7c4a6fa087724,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:07:52.825436+00:00,2026-09-18T13:08:03.454367+00:00,complete,dcba01da38ff6ec779bb2bcbad32406ffe94e7ed6c2576fe1a2865109d749395,
train_classical-20260918T183804-8a7aabde,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier gradient_boosting,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,94c520157f48f93ed403691f6889485c83c10c515eec8cc9cccc602502a34d26,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:08:04.864756+00:00,2026-09-18T13:08:24.983364+00:00,complete,55b4e8661b8f5f13526c1825e08e6b97a787e61907a3b354b5ac317894b803f4,
train_classical-20260918T183826-48fb3231,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier knn,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,5718da9f4dfa864229dfd0d84b4df7eebd72b31904ff220cb639420d41efbd5b,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:08:26.288633+00:00,2026-09-18T13:08:28.932230+00:00,complete,e3f4ea1820d5a981bd7609f274506ee1767e48a816d833a1d31ce2a710d2e3ab,
repeat_mil-20260918T183831-49899bf6,hawk-prime,hawk-prime-agent,"/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder bit50 --device auto --epochs 2 --seeds 42,43",f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,4c1773542586e2d9c67a35668b4edc3ce9f435358fffbb3a629697df97118d7a,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:08:31.277619+00:00,2026-09-18T13:08:33.689917+00:00,complete,412c35868a0ea6c152b911c049b5db50ab45c69ac270eea4d68c7b55a85126b0,
extract_features-20260918T183837-c2d53905,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/10_extract_features.py --config configs/study_25class.yaml --encoder vit_base --device auto,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,729e934fd55b9a7d8340e338f53a827a6f102fce7b8e83a9d7bd74203dfd7c34,,,2026-09-18T13:08:37.214907+00:00,2026-09-18T13:08:43.403639+00:00,complete,c845bb466c79403bd002462f4ea1c735dfaacb832bcb4246f620e31a01ef67c1,
train_classical-20260918T183845-32366749,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier logistic,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,0c1f3cc7a90e4954d10c7525c0be86216bbf9229bb73ba3609bbee5158f21f74,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:08:45.282047+00:00,2026-09-18T13:08:47.127500+00:00,complete,96fbbbb983166556ec46e17d08428b6bdc719873c61df5712bb26747cbfccaaf,
train_classical-20260918T183848-a7ef04cc,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier svm_linear,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,a46960c8ff168ab18b1dbb03d5e857131792b78fdc7ed465db12a527b2df54e6,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:08:48.426213+00:00,2026-09-18T13:08:50.526163+00:00,complete,d878250a54d6a2a962205b5f9981146169392446f4302e5fdb0882da71823697,
train_classical-20260918T183851-e361d8cb,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier random_forest,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,86cae4e8b3ef44af60f613c20198cee6b8b81544a91f53545071343cb5afca78,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:08:51.860049+00:00,2026-09-18T13:09:02.367599+00:00,complete,912630f49a21f76efe102db8934665fb6e342fc6eb179c4d47cd66c45a6903a8,
train_classical-20260918T183903-41b90dc0,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier gradient_boosting,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,5800115d15648ffc8de27e88d98cd5185990ab2fe6252485f3dcfa0b5adc7460,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:09:03.718423+00:00,2026-09-18T13:09:13.621254+00:00,complete,e1fc9089460c4c692a5a347a89d4f1262d2171c6aba414c0e93ccc81158ba10d,
train_classical-20260918T183915-8ad59bfb,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier knn,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,4b0660c0d6b2b9c156f1abe055766cd805ef01d2a4c84f6f62e22cb32315497e,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:09:15.028812+00:00,2026-09-18T13:09:17.176294+00:00,complete,7d8fc3e9030b44df129d7fbb84554964ee65683dc187d5b69c44432180d81580,
repeat_mil-20260918T183919-7b5bebb7,hawk-prime,hawk-prime-agent,"/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder vit_base --device auto --epochs 2 --seeds 42,43",f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,7dd5e5569ac0c2fd6a2200e950bdc76efe6ad3c0b2deb457e6e565fb228769c6,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:09:19.524537+00:00,2026-09-18T13:09:21.961880+00:00,complete,480b7a44e786bb5d46db6b1639db7d3526851f261fdcbbd81dfc9e4eb4debb64,
extract_features-20260918T183925-660f265a,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/10_extract_features.py --config configs/study_25class.yaml --encoder clip_vitb32 --device auto,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,7ff39f6729bbb4445afa5736904b76c15decdfd5e9a2b9ccbe658756283a3bb1,,,2026-09-18T13:09:25.518540+00:00,2026-09-18T13:09:33.596987+00:00,complete,edc501093954b2d1d8898d9912c40e63fb5a2050a1b04f644b61fec53c4f4d26,
train_classical-20260918T183937-a4999ffb,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier logistic,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,4a1eda95cec0834a8ab03643d7cc4b469ffe5c405b9222b7d65d2cfe2e299dc3,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:09:37.356530+00:00,2026-09-18T13:09:39.172718+00:00,complete,09cae69e707f6f6d68ed58cbd352eb8a626ac016576d3c1b41bef7d1f1bba413,
train_classical-20260918T183940-43e0065c,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier svm_linear,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,c6b657d97cf5cf17ba8042bac62f792456f3ce6e468952d97a295f80769d01c5,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:09:40.523154+00:00,2026-09-18T13:09:42.661921+00:00,complete,9d1d5e8f8670b4a53e3ad1f33616004bc84babdf2020f1e7cddfcfb7c57405fe,
train_classical-20260918T183943-14ff95a1,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier random_forest,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,430c8a241800b7b070d609bd3e8e946083d6d443f1a889de0306efa2626e6f6f,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:09:43.993837+00:00,2026-09-18T13:09:54.550642+00:00,complete,27fa796c2a39c411a976c9284c4ce6a86a404fd89f8bf5ddd9ae8ecc9d600ad7,
train_classical-20260918T183955-46314d44,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier gradient_boosting,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,dca1e3cbd217e8d4baf10cb8e5890f7363728d85277ab24aa5d34fedd2b6378b,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:09:55.902861+00:00,2026-09-18T13:10:03.723653+00:00,complete,6c37735d99f820e32b644b5b9734836c208921a775cc19dee2c34d226718e515,
train_classical-20260918T184005-7b8d6ba2,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier knn,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,e5c4df9a2c6bc56e48d31b230dea4432d73c74f8929de5231fd6320b7eb52517,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:10:05.075231+00:00,2026-09-18T13:10:07.090521+00:00,complete,7b123d6ae76afec29ed36d620224201bc81288f101a9c286399506c9570bdd99,
repeat_mil-20260918T184009-21e75e45,hawk-prime,hawk-prime-agent,"/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder clip_vitb32 --device auto --epochs 2 --seeds 42,43",f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,14e45bb9d6456b7f0f0fd3c336f023b61e280fbef7046ee4d1e399d42ebd29de,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:10:09.398699+00:00,2026-09-18T13:10:11.774517+00:00,complete,59ba2b786100458678e0986f2268d38cb1660fc823ee9fbd241f510629f85a58,
extract_features-20260918T184015-84a497e4,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/10_extract_features.py --config configs/study_25class.yaml --encoder derm_foundation --device auto,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,9482833a6a7a76a79e0c4a5dfa92858c1a141156bad8c8393674dd2b9b805306,,,2026-09-18T13:10:15.288480+00:00,2026-09-18T13:10:19.983125+00:00,complete,61ba18b40cad628c3c1f31ae019c30d912e1db0c0a3523892301bb1c3515be06,
train_classical-20260918T184022-69ff7c85,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier logistic,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,0db37e7a0f3dd95ce2c18282b0aae4285f2196a1c2265fac2711eb3944830c89,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:10:22.048325+00:00,2026-09-18T13:10:24.512745+00:00,complete,b4ccb0f595e1063296a5abee66806bac819a5361af4aebaf8060de5fe6401d8c,
train_classical-20260918T184025-925b2adb,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier svm_linear,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,cbc0d5a8e76b285652050db5755e1a388482958fb80cd42447a00ab63063e79d,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:10:25.894140+00:00,2026-09-18T13:10:28.757510+00:00,complete,4bca41770f956d4264ca8e8b81414d9ba1fc927c1f36a299c0aa0e41a63af303,
train_classical-20260918T184030-cb70c2cc,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier random_forest,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,3b8b6ac580902d4c359bcf11f244538005a40cdf5d2cf9dce98116599a67679c,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:10:30.105841+00:00,2026-09-18T13:10:40.801021+00:00,complete,ac7f93df7fb0c28533149c2dbe95cda478be7db75f728fc103a25aac863a3566,
train_classical-20260918T184042-e24c6db3,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier gradient_boosting,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,b1e9dd1473964032036fd9a91b59d9dfc10d41cc783fda6fd6115917838e07df,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:10:42.164865+00:00,2026-09-18T13:11:19.443732+00:00,complete,c65696f15d8e88d39bad6a86aaab213f3df24bd6dcdc12e3e98cf14331064160,
train_classical-20260918T184120-63678ee8,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier knn,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,e99e0dfc8b3e877b4a4b2a6d00c391feb47e8059432cedc95426940bd4c0525e,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:11:20.763073+00:00,2026-09-18T13:11:25.169607+00:00,complete,c271c903f47df66fdd0081532359af9fad797ea6979d15ddf9da3e2037a0cb10,
repeat_mil-20260918T184127-a9d62fc6,hawk-prime,hawk-prime-agent,"/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder derm_foundation --device auto --epochs 2 --seeds 42,43",f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,c87b3d88271358888a028fcb152346266755cdc3e21e1a91d9170e7175755750,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:11:27.530956+00:00,2026-09-18T13:11:30.039866+00:00,complete,73a7926d1cb0813e8109ab45b540e0d646534f49d4051b5dee655ae0df3aacd4,
extract_features-20260918T184133-b9f25c41,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/10_extract_features.py --config configs/study_25class.yaml --encoder siglip2_so400m --device auto,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,4820ed7acea7e0a4690d5e4af3b142e5737746d190e49699c2489317bbfc1d17,,,2026-09-18T13:11:33.658651+00:00,2026-09-18T13:11:40.717585+00:00,complete,c5117c0ab6c4063f88899fd5122a97df0c90519c2b92162c96eb92183434a5ff,
train_classical-20260918T184142-fdf2c156,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier logistic,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,4b2b9b41265a306b1396ae9532372da419ff036ebaa6ae1c36b30770d916d379,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:11:42.596499+00:00,2026-09-18T13:11:44.479296+00:00,complete,0136feb18b01908392eb42e94564f9ba4b2210d661382641fe6b648885b5151e,
train_classical-20260918T184145-d13b472e,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier svm_linear,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,68b1743b2fa534f37b57e1fe25cfeb9f4be38af6042c4beab8c75194fb5c4888,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:11:45.794253+00:00,2026-09-18T13:11:48.085083+00:00,complete,46649d80a17cc49a0558dd3bd14831aae7aacb9bd680876dded73b71a746ba23,
train_classical-20260918T184149-bd576aab,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier random_forest,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,c1584756189baf62f23ac3f7101d377440e4f9837457ca99e544c58b617899f4,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:11:49.425210+00:00,2026-09-18T13:11:59.928881+00:00,complete,90f7ae20bbc06e184e279061e8621c42ef772fb43e28cf34e2b487e4c677ad29,
train_classical-20260918T184201-e630f1c5,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier gradient_boosting,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,9dfd3a420410712d1a4475192f66eb499fb1e0b9edde4e97bbd97529534f20e6,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:12:01.300465+00:00,2026-09-18T13:12:14.537199+00:00,complete,896a144ee2855640e9ad7fa7b516c7823a31aa1cb2771c261cba878328a4f2bf,
train_classical-20260918T184215-8ce70ce0,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier knn,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,5a175c440b6c6d9995095eaf568ce1a847e4bbd6db2a115ac65eb540a589eef0,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:12:15.888855+00:00,2026-09-18T13:12:18.219755+00:00,complete,0630a3969374733d92c090dbd2788a1d135eff50106a9b2e369e1979986dfe7f,
