case_id,image_id,image_order,source_image_path,resolved_image_path,file_exists,bag_slot,retained_for_bag,run_mode,sha256,byte_size,width,height,decode_ok,error,image_mode
-1010778459521153386,8479707042238010445,2,dataset/images/8479707042238010445.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/8479707042238010445.png,True,2,True,smoke,14a08f857e5cd4cef62763309c4003455dad49bbd277d5a8f1dd6308056d8d7f,520337,810,630,True,,RGB
-1013831220015814987,-220649468572111832,0,dataset/images/-220649468572111832.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-220649468572111832.png,True,0,True,smoke,81fcd2008ec96be1e90fa4ed41a9aab28769b5607ad5d11a407606991ea6a101,1957024,810,1080,True,,RGB
-101827005996397499,-217828380359571871,0,dataset/images/-217828380359571871.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-217828380359571871.png,True,0,True,smoke,7cb23df36a37f4f8e7b90e6fb904a45a454be6e3cea72686f7632fbbdfc985ae,908383,773,1079,True,,RGB
-101827005996397499,-4055728304670056584,1,dataset/images/-4055728304670056584.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-4055728304670056584.png,True,1,True,smoke,0331598f92c4fa9cba1654d7ecc5a10486aaf4f8fc9b47fd440a1ea6e55924e1,117267,416,260,True,,RGB
-1022162013984621110,8406712750126834903,0,dataset/images/8406712750126834903.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/8406712750126834903.png,True,0,True,smoke,feff003e853e05e8b277256ed30e9e15d7945c8c1c57a5bd8eef631ad27bf69b,1764817,810,1080,True,,RGB
-1036981968706453829,2919857728265265465,0,dataset/images/2919857728265265465.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/2919857728265265465.png,True,0,True,smoke,366f765ceca2f6250437781d7fe3bc50e8ba930f87a7b65631ebee9d5cb9d13b,2015731,810,1080,True,,RGB
-1057240568748349024,-341324569907477536,0,dataset/images/-341324569907477536.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-341324569907477536.png,True,0,True,smoke,bd51d1bd262d339abf8ae9d08f25541381cbc45278378d855369046f8db2f47e,1177208,810,1080,True,,RGB
-1057240568748349024,3927578437049943988,1,dataset/images/3927578437049943988.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/3927578437049943988.png,True,1,True,smoke,d47ee8603dbbb17c8d152b5d1db8e6468950f8c0b6ed5dd331aebadfcfd279f8,1179753,1080,810,True,,RGB
-1060130963443704102,-7488721783507435350,0,dataset/images/-7488721783507435350.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-7488721783507435350.png,True,0,True,smoke,4e60a15508bccd7ae09ef11b57a23d8b5c5013dd142d830e815c12fe29f14cb8,1111761,721,1080,True,,RGB
-1060130963443704102,5053055464292650713,1,dataset/images/5053055464292650713.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/5053055464292650713.png,True,1,True,smoke,37c9b0cae15ebfc7b8dceda43715a271beb5ae4f8b970772d8a6565aa2521723,621463,803,658,True,,RGB
-1073891379022187312,8799338481763066353,0,dataset/images/8799338481763066353.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/8799338481763066353.png,True,0,True,smoke,a33446fa3fc152cc04acfd744703c1985a6b1cdccb93ca42b4b5a8e9998bb36b,653476,555,613,True,,RGB
-1128330186348790427,-5770661990085000188,0,dataset/images/-5770661990085000188.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-5770661990085000188.png,True,0,True,smoke,3d1c60a92b8418b59cd884034f6f5e8c51aac5346e234512fa852c28639148d1,1712923,1080,810,True,,RGB
-1128330186348790427,-8349802738790668557,1,dataset/images/-8349802738790668557.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-8349802738790668557.png,True,1,True,smoke,f371f32bd25148f6abcc717b84276ac4fbfe47e8d8250231d63b1a4332ae0566,2049576,1080,810,True,,RGB
-1128330186348790427,731742664166354327,2,dataset/images/731742664166354327.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/731742664166354327.png,True,2,True,smoke,96df07e0a09e65c76ce635f5e42768da7a6b28527f587fae87b37c91edd4bc2d,1701543,810,1080,True,,RGB
-1730483479936515624,-561455762939806319,0,dataset/images/-561455762939806319.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-561455762939806319.png,True,0,True,smoke,7caf0ebb1b5d840092e45bd53cc5e10b947d9f614784f0856f98725ea961385c,2076585,810,1080,True,,RGB
-1730483479936515624,2814079592430988241,1,dataset/images/2814079592430988241.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/2814079592430988241.png,True,1,True,smoke,ab8cb04a56b9671d92e350e098a823779010cf85aaae39786cbbaeaf76fcecc1,2282832,810,1080,True,,RGB
-1730483479936515624,8961278410759832396,2,dataset/images/8961278410759832396.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/8961278410759832396.png,True,2,True,smoke,c91513fdce6f334f806d304415709051e6db27d2158ebc0626003698a14781cb,1941306,810,1080,True,,RGB
-2593270997761285390,-1519713654362297847,0,dataset/images/-1519713654362297847.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-1519713654362297847.png,True,0,True,smoke,2bb55f42be12f6b731630bbd80509b4d5cbd639e92ccc5dcdaa58ec49daebbaf,1330850,926,767,True,,RGB
-2593270997761285390,1501184747950981148,1,dataset/images/1501184747950981148.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/1501184747950981148.png,True,1,True,smoke,f996612ae462cd44ce1638360644b89471d99d58ff796c1562d56d66fe32011f,601463,535,551,True,,RGB
-2593270997761285390,5638436494515280662,2,dataset/images/5638436494515280662.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/5638436494515280662.png,True,2,True,smoke,11e65ddf42a2862d0a18aef794b1ce79bb2661ceeadaa10d5210e70dde7ff616,2304999,810,1080,True,,RGB
-2931209707897506268,-5269458538164604429,0,dataset/images/-5269458538164604429.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-5269458538164604429.png,True,0,True,smoke,f4aa0ca73375cf20316a485da969f4f0e66a5f95b2ddb20fa0d43aa5a320e998,594920,745,594,True,,RGB
-2931209707897506268,-6089238948494608895,1,dataset/images/-6089238948494608895.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-6089238948494608895.png,True,1,True,smoke,6729e76597cc373033ee956cd0d0f184c829da7f668b853231b4f531edcf9bd3,459545,710,593,True,,RGB
-2931209707897506268,8607020515207878117,2,dataset/images/8607020515207878117.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/8607020515207878117.png,True,2,True,smoke,fb89effc47287c2ba83efc02bc5ddf8efc0c51c7d6a71cf32a23456a0701150a,718403,810,769,True,,RGB
1339661251231389364,-4326892319323394160,0,dataset/images/-4326892319323394160.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-4326892319323394160.png,True,0,True,smoke,306335c03a284544ab18f505c8b29252426f477cc2afb80cbb188f9fe040e036,996435,810,1080,True,,RGB
1339661251231389364,9220825364228471548,1,dataset/images/9220825364228471548.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/9220825364228471548.png,True,1,True,smoke,4f5265ad767d361b5d1d85fac790eb5bcc6bf0409c63f198f4d6da89d5d90387,1211339,810,1080,True,,RGB
1758113703342084825,-870319501963618397,0,dataset/images/-870319501963618397.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-870319501963618397.png,True,0,True,smoke,50de5efeb2d3d8fbd2fa54de5d45e3136b8a9ae050d314c817d25df9087dd431,1668134,810,1080,True,,RGB
1758113703342084825,1909523155166770891,1,dataset/images/1909523155166770891.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/1909523155166770891.png,True,1,True,smoke,4ddb726300332fbbe8efca741aa2b148584f9e9e1287616c03745d687ac05c30,740920,475,1080,True,,RGB
1758113703342084825,2807590049883685266,2,dataset/images/2807590049883685266.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/2807590049883685266.png,True,2,True,smoke,7238675401a25825035f8c39227877b3917c03f5cd645239a6f95bb83fd54e13,1455658,810,1080,True,,RGB
6852533470111150420,3555413581650656128,0,dataset/images/3555413581650656128.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/3555413581650656128.png,True,0,True,smoke,00838e234c3e570877ae193bb4632e15bd2008ccfe36c3479057eb65a9d0d331,1699204,810,1080,True,,RGB
6852533470111150420,3687748662758014770,1,dataset/images/3687748662758014770.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/3687748662758014770.png,True,1,True,smoke,3105c7dca719ff99ac986c7147b67166969cc9d2a4aa2306ab6a9077f4ef1228,1694045,810,1080,True,,RGB
6852533470111150420,6009089937639583499,2,dataset/images/6009089937639583499.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/6009089937639583499.png,True,2,True,smoke,61d4b5d8c94d867082740c71d65d60bfc476969fd4c604f2afb931361e967166,1174799,810,1080,True,,RGB
7957037724011770922,-8749027469505338475,0,dataset/images/-8749027469505338475.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-8749027469505338475.png,True,0,True,smoke,36a60c957b0f8c27ae44c1ea7dccd244e5da8145ce3012703e5f3f7c94378710,1178084,778,1080,True,,RGB
7957037724011770922,603415706167749543,1,dataset/images/603415706167749543.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/603415706167749543.png,True,1,True,smoke,c5e2b37f642b70c0a68b367f4126e20374e2448925c8c364e9a090d78a8f483f,296628,531,530,True,,RGB
7957037724011770922,7314732324738780378,2,dataset/images/7314732324738780378.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/7314732324738780378.png,True,2,True,smoke,4494e093658de57f67d90eb2e8a6d375451c97604d36efbbb28bfeb8c91d8795,257062,340,427,True,,RGB
7978747053447862871,-391640499672655770,0,dataset/images/-391640499672655770.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-391640499672655770.png,True,0,True,smoke,1ffb38f2957cf8443649200c3ad0e860f78c06d37dc0d70e5fcfd1b296e47666,435295,509,897,True,,RGB
7978747053447862871,3111012533630313649,1,dataset/images/3111012533630313649.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/3111012533630313649.png,True,1,True,smoke,190ad22732c95338cbf670412e287fe887a9d9d8f57958399d82095b9beb25fa,1324869,608,1080,True,,RGB
7978747053447862871,6085484382718117078,2,dataset/images/6085484382718117078.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/6085484382718117078.png,True,2,True,smoke,86b6f6ed08678da4ec6c96ca4fb9e2f31bdb6d5824e4ff0fefcb2603e21a1451,1390047,608,1080,True,,RGB
798779969514304987,-1973566697609953379,0,dataset/images/-1973566697609953379.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-1973566697609953379.png,True,0,True,smoke,ad86d208b3fc3e24c8bfb347a032f94905fa550691713bfebe1bbea8c9dd3973,1317424,813,1080,True,,RGB
798779969514304987,-2790405936552777220,1,dataset/images/-2790405936552777220.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-2790405936552777220.png,True,1,True,smoke,74f4b8de7369b8eab452a9c4bf8735d1d2ee86880d481c68dfb7b8ecdbac57d4,2048755,813,1080,True,,RGB
798779969514304987,-5729402204506919267,2,dataset/images/-5729402204506919267.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-5729402204506919267.png,True,2,True,smoke,63d9fe33aa586160340fec986948f83899166affe8a85620a4e5c4d35650965d,1875523,813,1080,True,,RGB
8459067086276982316,-1887752443592481816,0,dataset/images/-1887752443592481816.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-1887752443592481816.png,True,0,True,smoke,167240b3cce5da2e37ab9d7a82b209fd1f3a434bf107587beeb59409dffff821,1410175,1080,810,True,,RGB
8459067086276982316,-2538058922836253726,1,dataset/images/-2538058922836253726.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-2538058922836253726.png,True,1,True,smoke,bf0b1c378bb977bf8af9bfe0b13e53b9223d48202d2a63ddfadd090ad95a8cad,819569,810,1080,True,,RGB
8459067086276982316,-6801560168711488500,2,dataset/images/-6801560168711488500.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-6801560168711488500.png,True,2,True,smoke,0c42fc462a8bcac5160681044b9d5a36f161d077e881efd835826a4a7a057a7b,1205696,810,1080,True,,RGB
8610378261454617847,-3580987760325194553,0,dataset/images/-3580987760325194553.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-3580987760325194553.png,True,0,True,smoke,e59c2783ad6e90ecfd52ea19e58f44cc29b7da82795ab19ce3a5a87036c50649,868700,604,814,True,,RGB
8610378261454617847,-9171192236563730248,1,dataset/images/-9171192236563730248.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-9171192236563730248.png,True,1,True,smoke,55442d8633e605383d337a273c81ca1ae693d9c305995084a68fe6ee2ec33729,397174,466,506,True,,RGB
8610378261454617847,5416495610526132137,2,dataset/images/5416495610526132137.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/5416495610526132137.png,True,2,True,smoke,0788f5e488ea0f5e8631d8e6df2dcd57969850a6cfb536e16b19abc1d11ca64b,375457,455,516,True,,RGB
8775541043281471206,-624650480319720761,0,dataset/images/-624650480319720761.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-624650480319720761.png,True,0,True,smoke,ab1a48431af467c9b40799cc32d8cc66f1a351058659371a5afc978319494c9a,1084634,498,1080,True,,RGB
8775541043281471206,-8949922789161037515,1,dataset/images/-8949922789161037515.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-8949922789161037515.png,True,1,True,smoke,c53e8ea3b20716d273e50d0442624348153410ec8f79ba7b3f4b8d7292bceebb,1005491,1080,498,True,,RGB
8775541043281471206,9134455923379814497,2,dataset/images/9134455923379814497.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/9134455923379814497.png,True,2,True,smoke,cfc7957748023e286bf9a2fb8af66a7a3aafbacb08d5f70f9b90e504ceea6a37,712622,498,1080,True,,RGB
9047654489067734884,-2010073807235552734,0,dataset/images/-2010073807235552734.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-2010073807235552734.png,True,0,True,smoke,f44b7b88ffc4e9e64583415379effd39c90caa1dfdf4d3cd0f4a328e637383c3,425248,1080,431,True,,RGB
9047654489067734884,-4139674123303543516,1,dataset/images/-4139674123303543516.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-4139674123303543516.png,True,1,True,smoke,99788177cdc3157b8eae46fd096131c3f9b5253e6b88d349dd38443d04d7b799,602672,632,890,True,,RGB
966663640331506400,-279706990198364070,0,dataset/images/-279706990198364070.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/-279706990198364070.png,True,0,True,smoke,bf53c3420645526df0321475f70e491753a7f37b7f0484eb8922f6a9bdbabb47,182722,342,415,True,,RGB
966663640331506400,3938616269154962290,1,dataset/images/3938616269154962290.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/3938616269154962290.png,True,1,True,smoke,d6afbe4e4ea6182f5be98a55ef9a08b7397f4bd4795da1b0ae0d2af60c41f081,1114128,810,1080,True,,RGB
966663640331506400,8763368682344373991,2,dataset/images/8763368682344373991.png,/home/prime/Documents/github/derm-paper-codebases/SCIN-Dermatology-Raw-Images/images/8763368682344373991.png,True,2,True,smoke,98fde7494776ca875d5d38273cc5be2d0261a20e0e0919093a8410ea44e875d1,1075368,810,1080,True,,RGB
