case_id,split,split_seed,split_version
-1636484005075863505,train,42,v1
-1640718559874550834,validation,42,v1
-1642854588169009714,train,42,v1
-1642983824354302525,train,42,v1
-1647208460985153529,train,42,v1
-1650964543725469791,test,42,v1
-1650995266857838824,train,42,v1
-1651732277146141344,validation,42,v1
-1654633133995010980,validation,42,v1
-1659559780402537085,train,42,v1
-1667304359701422454,train,42,v1
-1669803446562688455,train,42,v1
-1670149440760145403,train,42,v1
-167378004455290906,test,42,v1
-1677783124622788824,train,42,v1
-1678659385792656407,train,42,v1
-1679661288171171796,validation,42,v1
-1679749674012412690,validation,42,v1
-1682385186378870551,train,42,v1
-1687786499395222413,train,42,v1
-1688996550472163044,train,42,v1
-1694584375310842794,train,42,v1
-1698000878108568001,train,42,v1
-1698385877925393566,train,42,v1
-1701663277076532920,train,42,v1
-1704513895095613963,validation,42,v1
-1707948615706856985,validation,42,v1
-1710683267759148357,train,42,v1
-171151970377645525,train,42,v1
-171207265984757447,train,42,v1
-1712619350051039848,train,42,v1
-1714234060714196412,train,42,v1
-1721193395195371413,test,42,v1
-172847504564561903,test,42,v1
-1730483479936515624,train,42,v1
-1733088243273090927,test,42,v1
-1733892733234992438,test,42,v1
-1739997494738345481,test,42,v1
-1753203522272404902,train,42,v1
-1758722296414698325,train,42,v1
-1759968581315164235,train,42,v1
-1760420203445162523,train,42,v1
-1763853739567713066,test,42,v1
-1774330920200357310,train,42,v1
-1774356240199512703,train,42,v1
-177741761654665523,test,42,v1
-1777911181919401326,train,42,v1
-1786703330234763729,train,42,v1
-178687650198430428,train,42,v1
-1788764528155359436,train,42,v1
-1795140826943421698,train,42,v1
-1796547571098049782,train,42,v1
-1796688741678634515,train,42,v1
-1799734137313305327,train,42,v1
-1800345024210002541,train,42,v1
-1801773442347821171,train,42,v1
-1802525719927640115,train,42,v1
-1805033066219157454,train,42,v1
-180515864010175163,train,42,v1
-1808018224099743690,train,42,v1
-1811170908909215193,train,42,v1
-1813044020559981615,validation,42,v1
-1816252377879876704,test,42,v1
-1816349243281428100,validation,42,v1
-1817070931922324358,train,42,v1
-1822381819381484229,train,42,v1
-1825399725986561445,train,42,v1
-1828274664360432856,train,42,v1
-1829482998281419916,train,42,v1
-182960019200430749,train,42,v1
-1829868329489860851,validation,42,v1
-1834609919572055750,train,42,v1
-183496694001647318,train,42,v1
-1842961559271325132,train,42,v1
-1843438970712066693,test,42,v1
-1848692266907140262,train,42,v1
-1849137245283207036,train,42,v1
-1850226839066595542,train,42,v1
-1850848828639487211,train,42,v1
-1852483268132010602,train,42,v1
-185529518023482284,train,42,v1
-1855876897354133713,validation,42,v1
-1858074919157540757,validation,42,v1
-1860534123027159257,train,42,v1
-1863232809958220678,train,42,v1
-1867477807071653688,train,42,v1
-1868963273118308625,test,42,v1
-1871735434370862272,train,42,v1
-1875478364316190270,train,42,v1
-1875794615308021180,validation,42,v1
-1876369085985161417,train,42,v1
-1877569739129479542,train,42,v1
-1878373055854834168,train,42,v1
-1884386860080869294,test,42,v1
-1884555042005857326,train,42,v1
-1885006961985571245,validation,42,v1
-1887628934277529772,train,42,v1
-1889046915376487018,train,42,v1
-1890377253000752937,train,42,v1
-1899549738559203180,train,42,v1
-1901371167354424904,train,42,v1
-1901738992949042284,train,42,v1
-1909214615567585672,test,42,v1
-1909249561497013973,train,42,v1
-1909970519930180392,train,42,v1
-1910374931657425749,validation,42,v1
-191075219310428463,train,42,v1
-1913556066685922668,train,42,v1
-1913879392504838169,train,42,v1
-1913971062483116292,train,42,v1
-1921700768853571460,train,42,v1
-1937936622693861461,train,42,v1
-1939887750413960945,validation,42,v1
-194017562508969044,test,42,v1
-1942650442362782039,test,42,v1
-1951833005437976629,train,42,v1
-1953204815426236733,train,42,v1
-1956350918123139833,train,42,v1
-1960998381321875419,train,42,v1
-1963679039093285796,train,42,v1
-1964801097019886136,train,42,v1
-1965801267162774720,train,42,v1
-1965995104253518640,train,42,v1
-1966861136963988184,train,42,v1
-1972288829978994046,validation,42,v1
-1981350712289441637,test,42,v1
-1982583077118020211,train,42,v1
-1987591282915169991,train,42,v1
-1989306803632942402,test,42,v1
-1989826289377569058,train,42,v1
-1992592609114280975,validation,42,v1
-1992921329596150242,train,42,v1
-1994784874419458634,train,42,v1
-1995353311098687605,train,42,v1
-1995591751980974212,train,42,v1
-1995623350898056783,train,42,v1
-2003651929853335958,test,42,v1
-2005856048520510588,train,42,v1
-2009076901863769058,test,42,v1
-2009451747102638983,validation,42,v1
-2021623206586982766,test,42,v1
-2023054904950571313,train,42,v1
-2025662459941441200,test,42,v1
-2033066751549921721,train,42,v1
-2040254933737839525,train,42,v1
-2041150285640312578,train,42,v1
-2045379329244589590,train,42,v1
-2047169649649902736,validation,42,v1
-2049849437326613803,validation,42,v1
-2051363250643774652,train,42,v1
-2051529073502780670,test,42,v1
-2055586599615361813,train,42,v1
-2056172001267710981,train,42,v1
-2063877357017769216,validation,42,v1
-2064087285742963892,train,42,v1
-2065417092297366556,train,42,v1
-2067133841581964596,validation,42,v1
-2068726382949642492,train,42,v1
-2079383910052664228,test,42,v1
-2086724705849419892,train,42,v1
-2087328523973467169,test,42,v1
-2088606867004492139,test,42,v1
-2091002312207797084,train,42,v1
-2091950744963898567,test,42,v1
-2094330490317380324,validation,42,v1
-2095318270100924228,validation,42,v1
-2095672275036950296,test,42,v1
-209875406325111802,train,42,v1
-210748080981056880,train,42,v1
-2109737640141340092,train,42,v1
-2110024220741452514,test,42,v1
-2110371632477731146,train,42,v1
-2112080346532026288,train,42,v1
-2113921161849263367,train,42,v1
-2114905018103603103,train,42,v1
-2117370401055716418,test,42,v1
-2119304684413141698,train,42,v1
-2122313697199103833,train,42,v1
-2124276015150406331,test,42,v1
-212539993065107889,train,42,v1
-2125904985514981931,train,42,v1
-2148832211504214616,train,42,v1
-2150463267452276660,train,42,v1
-2151643177052809428,train,42,v1
-2151981460582938737,test,42,v1
-2153053289354167438,validation,42,v1
-2157254992256757926,test,42,v1
-2160078793405903722,train,42,v1
-2168753089374347318,train,42,v1
-2174164248374069977,validation,42,v1
-218355838670686470,train,42,v1
-2188727465001172893,validation,42,v1
-220629607715540758,train,42,v1
-2211519867318737234,train,42,v1
-2213437843928773021,train,42,v1
-2215364224764240066,validation,42,v1
-2219827066341789081,validation,42,v1
-2220022057587462656,train,42,v1
-222501243504094273,train,42,v1
-2234159851162385941,test,42,v1
-223509246511414690,train,42,v1
-2235380928611201769,validation,42,v1
-225157969521631401,train,42,v1
-2256712564550895404,train,42,v1
-2257423882813548775,validation,42,v1
-2260854478226475517,train,42,v1
-2263921797525911662,validation,42,v1
-2264019987022902025,validation,42,v1
-2268566413642379377,test,42,v1
-2278432090169603776,train,42,v1
-2281932453725824253,train,42,v1
-2284844657715608795,train,42,v1
-2288801710625587400,train,42,v1
-2293733544536234867,train,42,v1
-2294673420773187732,train,42,v1
-22984583040455183,train,42,v1
-2298741642819106068,train,42,v1
-2299779952904038725,train,42,v1
-2299953912359834796,test,42,v1
-230489946767058988,train,42,v1
-2305175233838037269,test,42,v1
-2312184597252970115,train,42,v1
-2313799908858174271,train,42,v1
-2316205539922944319,train,42,v1
-2320050597982899310,train,42,v1
-2334340205139353264,train,42,v1
-2335552197652995912,train,42,v1
-2342353570443182220,train,42,v1
-2347337538315372052,validation,42,v1
-2352425788018254497,train,42,v1
-236025651594313549,train,42,v1
-2364228293561605617,train,42,v1
-2375843028488783684,test,42,v1
-2378677059987199477,train,42,v1
-2385705523120200972,train,42,v1
-2397769908121479148,test,42,v1
-2398320529907536007,test,42,v1
-2398859378888320661,train,42,v1
-2400802139054066549,train,42,v1
-2406161258157280047,train,42,v1
-2407319126554877039,train,42,v1
-2408941940647497733,validation,42,v1
-2409591406803902581,train,42,v1
-2409845719071941216,train,42,v1
-2414797351374998095,train,42,v1
-2417033672747479638,train,42,v1
-2420670963295906064,train,42,v1
-2424847738526446604,test,42,v1
-2425059282203564964,train,42,v1
-2434813106007898758,train,42,v1
-2435035923412360662,train,42,v1
-2440785736822898502,train,42,v1
-2442140549407593621,train,42,v1
-2447479479768964634,train,42,v1
-2448659522035063363,train,42,v1
-2451133106015456592,test,42,v1
-2458386020616457489,test,42,v1
-2463938315561239791,train,42,v1
-2464680763548612114,train,42,v1
-2472582145754793649,test,42,v1
-247428263627831494,test,42,v1
-2476666525066355593,test,42,v1
-2478721943889381514,train,42,v1
-2483075134447987416,train,42,v1
-2489354313021891751,train,42,v1
-2489398836625963530,train,42,v1
-2494478177641295044,train,42,v1
-2497369499064387207,train,42,v1
-2498171137102779325,test,42,v1
-250190786256081369,train,42,v1
-2509245394548202787,train,42,v1
-2514467038397595743,test,42,v1
-2518265086444700975,train,42,v1
-2521833375555935228,train,42,v1
-2529785992817413740,train,42,v1
-253157679236446593,train,42,v1
-2531710531440858432,train,42,v1
-2532399363694021270,test,42,v1
-2534326738655521400,validation,42,v1
-2538491294281447306,train,42,v1
-2539375349959300149,train,42,v1
-2542529276347975812,train,42,v1
-2544853122137436420,validation,42,v1
-2553298503511480924,train,42,v1
-2557555499143435698,validation,42,v1
-2561375754866180167,validation,42,v1
-256867940930929101,train,42,v1
-2568835947642432686,train,42,v1
-2576819732270059648,train,42,v1
-2583469920662282421,train,42,v1
-2593270997761285390,validation,42,v1
-2599589943800827158,train,42,v1
-260055633387024300,train,42,v1
-2604354007631102660,train,42,v1
-2606626647344711879,train,42,v1
-2613538098417576570,train,42,v1
-261461048310202211,train,42,v1
-2614780477415383149,train,42,v1
-2615067672343817892,train,42,v1
-2615734611435503530,train,42,v1
-2618609792423828453,train,42,v1
-2628136234948662823,train,42,v1
-2642357760272672010,train,42,v1
-2642479472977208242,validation,42,v1
-2642851062546866158,test,42,v1
-2642926552616181779,train,42,v1
-2643442946001837504,train,42,v1
-2644543721930442994,train,42,v1
-2656805594284374401,train,42,v1
-2657626181402158336,train,42,v1
-2658310133261964243,test,42,v1
-2658422521628561596,train,42,v1
-2672514076941533890,train,42,v1
-2680375134802826328,validation,42,v1
-2683650026574626295,test,42,v1
-2684402115940592031,validation,42,v1
-2685406940260388372,train,42,v1
-2688547852938659414,train,42,v1
-2693235758886310777,train,42,v1
-2694175290904652700,train,42,v1
-269464355843594824,validation,42,v1
-2694778364670578365,train,42,v1
-2695871526305439171,train,42,v1
-2698749162940447686,train,42,v1
-2704067241457051662,test,42,v1
-2717442018131999310,train,42,v1
-2717895272468835477,train,42,v1
-2717955426685234246,train,42,v1
-2720118774298247704,train,42,v1
-2720160851162421047,train,42,v1
-2720193912587488455,train,42,v1
-2727559143947269561,train,42,v1
-2727997541216656153,train,42,v1
-272905418481506543,test,42,v1
-2730328696819415481,train,42,v1
-2731434249368739600,train,42,v1
-2734658368631963733,train,42,v1
-2740479848383925335,validation,42,v1
-2745801549963696812,train,42,v1
-2749148898510967019,train,42,v1
-2752892469117874055,test,42,v1
-2754989681802946536,train,42,v1
-2758674668179597959,train,42,v1
-2763334128451959041,validation,42,v1
-2767398695931555504,train,42,v1
-2771384970277456203,train,42,v1
-2773247639729699222,validation,42,v1
-2774124149930430027,train,42,v1
-2777977347055512440,test,42,v1
-2778656704410404469,train,42,v1
-2779069474629378278,train,42,v1
-2780342084189206452,train,42,v1
-2781979344103020502,train,42,v1
-2783613313320624421,test,42,v1
-2786042603621025019,train,42,v1
-2786316001430854671,train,42,v1
-2798227543255403982,train,42,v1
-2800564846736956276,train,42,v1
-280318703075879215,train,42,v1
-2811392927444711770,train,42,v1
-2820621476596492080,train,42,v1
-2825268606715146676,test,42,v1
-2835025510005310152,train,42,v1
-2835377920714462030,train,42,v1
-2839256645523105018,test,42,v1
-2844418249342760397,train,42,v1
-2850386081379417050,train,42,v1
-2850907777802947471,train,42,v1
-286247363123607714,train,42,v1
-2863682206632511079,train,42,v1
-287025860653024472,train,42,v1
-2872406912150314782,train,42,v1
-2875738418399515156,train,42,v1
-2877086430160735118,validation,42,v1
-2885771906506928784,train,42,v1
-2890762660858104434,validation,42,v1
-2893440122003555268,train,42,v1
-2898323631069162057,train,42,v1
-2899499762926556472,train,42,v1
-2901403481133969902,validation,42,v1
-2902904570035322532,validation,42,v1
-2904615533087099857,train,42,v1
-290702021969414444,train,42,v1
-2916489668261295734,train,42,v1
-2917219078523027518,train,42,v1
-2923974706399124170,train,42,v1
-2926740329983193648,test,42,v1
-2929036763099166629,train,42,v1
-2931209707897506268,validation,42,v1
-2936300617258611868,validation,42,v1
-293634283731058535,train,42,v1
-293663872089495839,train,42,v1
-2937361984105521634,validation,42,v1
-2941189066721502335,test,42,v1
-2945789635680872312,validation,42,v1
-2947794108394298602,train,42,v1
-2951880209868424687,train,42,v1
-2953977363690975127,train,42,v1
-2956980661052614661,train,42,v1
-2965824752994318444,train,42,v1
-2967497432069044121,train,42,v1
-2971165393662420783,test,42,v1
-2972957245978748417,train,42,v1
-2973283610329180012,train,42,v1
-2973481794307902887,test,42,v1
-2977314636754796251,validation,42,v1
-2977709782665462768,train,42,v1
-2978920008182875820,validation,42,v1
-2981034435861592125,validation,42,v1
-2986702064294375651,validation,42,v1
-2991595796099541255,train,42,v1
-2993747088586116770,test,42,v1
-2994712363562385732,train,42,v1
-2995280827413069498,train,42,v1
-2995793418936093828,train,42,v1
-3001645697280649972,train,42,v1
-300631213208811602,train,42,v1
-3007647582847548371,train,42,v1
-3009021159089591187,test,42,v1
-3011928481980409600,train,42,v1
-3013942633656158030,train,42,v1
-3031164937879065854,train,42,v1
-3043512484775155661,train,42,v1
-3046320679056492616,train,42,v1
-3051547885479914363,validation,42,v1
-3053256628485862140,train,42,v1
-3055300247709269077,train,42,v1
-3057585073755990550,train,42,v1
-3059654233454543811,train,42,v1
-305974113576963776,train,42,v1
-3060263520815794413,validation,42,v1
-3061907967183722226,train,42,v1
-3065053377276046044,validation,42,v1
-3065746989725887028,train,42,v1
-3072430585312749422,train,42,v1
-3076335762240395436,train,42,v1
-3080746527613964567,test,42,v1
-3087483495101459323,train,42,v1
-3090505443132884990,validation,42,v1
-3097480542441077993,validation,42,v1
-3106778686281302656,validation,42,v1
-3108375201572495508,validation,42,v1
-3109956408190472881,train,42,v1
-3114086098290887890,train,42,v1
-3115675176319456179,train,42,v1
-3116603665450719306,train,42,v1
-3118973063707390397,train,42,v1
-3125828800269598547,train,42,v1
-3128947595995285241,train,42,v1
-3152117680981680279,train,42,v1
-3152153473367023548,train,42,v1
-315261777870706776,train,42,v1
-3154952215641996585,test,42,v1
-3155094398653502397,train,42,v1
-3155383803768080198,train,42,v1
-3157134700169588325,train,42,v1
-3161699982168887517,train,42,v1
-3165884193421554204,test,42,v1
-3168696954619955483,train,42,v1
-317802374208941139,train,42,v1
-3182809862860496086,test,42,v1
-3182906443640236646,train,42,v1
-3191532846344919084,validation,42,v1
-3201048417782200961,validation,42,v1
-3208362477794549016,test,42,v1
-3209325521384788001,train,42,v1
-3212122721522619045,train,42,v1
-3216293050958538290,train,42,v1
-3217195219319899296,validation,42,v1
-3218276816374427640,train,42,v1
-322773149553682393,validation,42,v1
-3228831517865585510,train,42,v1
-3235011894410927150,test,42,v1
-3236616336643534923,validation,42,v1
-3236845699491204961,validation,42,v1
-3237842544857285787,validation,42,v1
-3239313504364543357,validation,42,v1
-3240044829540479265,train,42,v1
-3240144394997569959,train,42,v1
-3241123329974240434,train,42,v1
-3243187411530979991,train,42,v1
-3245549247380873817,train,42,v1
-3247544067658330427,train,42,v1
-3248097237441523419,train,42,v1
-3252145323326086181,train,42,v1
-3254428368288170569,test,42,v1
-3257836476547616702,train,42,v1
-3258250159325961476,train,42,v1
-3264520064072087921,test,42,v1
-3272749801664805139,test,42,v1
-3274313382260132631,test,42,v1
-3276670163310725388,train,42,v1
-3276713119785933750,train,42,v1
-3280224626565056516,validation,42,v1
-3285402640896594530,train,42,v1
-3287125563218426027,train,42,v1
-3292291018048264526,train,42,v1
-3298664804979000976,train,42,v1
-3300501894648865067,train,42,v1
-330431243853295711,train,42,v1
-3312338475328826011,train,42,v1
-3313654553366162946,train,42,v1
-3313819324664827798,train,42,v1
-3319916890048474709,test,42,v1
-3321349411813362669,train,42,v1
-3322391844184846931,train,42,v1
-3328747717411237446,train,42,v1
-3334867013813268088,validation,42,v1
-3335275480802546143,validation,42,v1
-3341443246376937478,train,42,v1
-334225504013808742,train,42,v1
-3342777860023762750,train,42,v1
-3344421541633317026,train,42,v1
-3345002177565292187,train,42,v1
-3359075024648748870,train,42,v1
-3359208570748043150,train,42,v1
-3364861318434448691,test,42,v1
-3366104471592148573,train,42,v1
-3368700702387238612,test,42,v1
-3370840101593153446,train,42,v1
-3373221506836930958,train,42,v1
-3373645002518505031,train,42,v1
-3376459910026346710,train,42,v1
-3378811833976146316,train,42,v1
-3385663672767697299,train,42,v1
-3385850542697500626,train,42,v1
-3386080652221737750,train,42,v1
-3399323628854326999,train,42,v1
-3406507834674402591,validation,42,v1
-3407628263497825003,train,42,v1
-3409164447306126047,test,42,v1
-3411139162871111909,validation,42,v1
-3411210273072761558,train,42,v1
-341609823223596940,train,42,v1
-3424844468905849063,train,42,v1
-3426382639481624876,train,42,v1
-342988063605279764,train,42,v1
-3433118074557782138,train,42,v1
-3435649364043344228,test,42,v1
-3442645423757682251,train,42,v1
-3446760660757496198,test,42,v1
-3447546215106906556,train,42,v1
-3448855933106024508,validation,42,v1
-3450719684191511335,train,42,v1
-3451055451466346496,test,42,v1
-3452772641969075071,train,42,v1
-3453153335285314118,train,42,v1
-3454262457229134527,train,42,v1
-3454401639852326982,train,42,v1
-3460511752258703792,train,42,v1
-3465753245040059951,test,42,v1
-3469683158971288683,train,42,v1
-3470196516751945643,train,42,v1
-3472013078354125372,train,42,v1
-3474834728281297218,test,42,v1
-3475057659217907156,train,42,v1
-3481793704947608790,train,42,v1
-3496891871719181594,train,42,v1
-3497222674396757813,train,42,v1
-3500001267820823094,train,42,v1
-3505119625259525253,train,42,v1
-3508263302029113573,test,42,v1
-3508866843254989493,train,42,v1
-3510347072927539298,validation,42,v1
-351160911787865539,train,42,v1
-3513995310663886945,train,42,v1
-3515720130922991389,train,42,v1
-3518002750956766874,validation,42,v1
-3518984822601104202,train,42,v1
-3524643150788139680,train,42,v1
-3525726916537515670,train,42,v1
-352783143458693731,validation,42,v1
-3534410300979499809,validation,42,v1
-3534531026667770941,validation,42,v1
-3546401502157145072,test,42,v1
-3549335294079358930,validation,42,v1
-3552892440480185863,train,42,v1
-3560408579487589129,train,42,v1
-3561599960463450236,train,42,v1
-3562827526424050103,validation,42,v1
-3564384504278644399,train,42,v1
-3564454074097424846,train,42,v1
-3565440786325437377,validation,42,v1
-3573960484548670946,validation,42,v1
-3578376751237941734,train,42,v1
-3578549284921191146,validation,42,v1
-358285866955788405,train,42,v1
-3587508205045575978,validation,42,v1
-358926703639027556,train,42,v1
-3598647100202420076,train,42,v1
-3605865310203104341,train,42,v1
-3614186830363763454,train,42,v1
-361434018046650255,test,42,v1
-362162726839954708,test,42,v1
-3625746245509100785,train,42,v1
-3629758881865588484,train,42,v1
-3630961971765961030,train,42,v1
-3635392106358707031,train,42,v1
-3643248167198411501,validation,42,v1
-3643424839908502589,train,42,v1
-3655403642272995046,train,42,v1
-3663661959392672909,train,42,v1
-3672918390540927438,train,42,v1
-3674218230973070176,train,42,v1
-3681699498458380982,train,42,v1
-3686427836208036381,test,42,v1
-3706986546510711962,train,42,v1
-3709647468490574581,test,42,v1
-3709809055383318696,train,42,v1
-3712488613711989808,train,42,v1
-3716708660818523708,train,42,v1
-3724261065078851059,train,42,v1
-3725909251569232131,train,42,v1
-3729405817702330277,train,42,v1
-3732568176778813949,train,42,v1
-3736850922923665026,test,42,v1
-3737463860398593041,train,42,v1
-3738245088908487090,train,42,v1
-3740291905094527133,train,42,v1
-3741333768096649898,train,42,v1
-3742374133778200054,validation,42,v1
-3743597917991084521,train,42,v1
-3748755439497830987,validation,42,v1
-3753220776898215006,train,42,v1
-3753227757914825438,train,42,v1
-3754475935354644970,test,42,v1
-3759068530505433872,validation,42,v1
-3761516173022305921,test,42,v1
-3764102713697809596,train,42,v1
-3764151822722642877,train,42,v1
-3767455645730726154,train,42,v1
-3768594983498155183,test,42,v1
-3773809556979584209,train,42,v1
-3777249046227423404,validation,42,v1
-3781754376011048065,train,42,v1
-3783132864448412807,train,42,v1
-3793511223104685251,train,42,v1
-3794873461762905046,test,42,v1
-3800045492462279813,validation,42,v1
-3800848765852525617,train,42,v1
-3806048218750060470,train,42,v1
-3810890554448335645,test,42,v1
-3812278373126334896,train,42,v1
-3813073966945459729,train,42,v1
-3815513116289146797,train,42,v1
-3836665857980310045,train,42,v1
-3837747594652952379,train,42,v1
-3841091253724337986,train,42,v1
-3843736177981405352,validation,42,v1
-3845149983922646025,train,42,v1
-3850165856889995124,train,42,v1
-3860721172757189154,train,42,v1
-3865684081418033870,test,42,v1
-387145574904809285,train,42,v1
-3871839807525937167,test,42,v1
-388844336225584167,train,42,v1
-3889296755324006605,validation,42,v1
-3902972343084754168,train,42,v1
-3912193448916036992,train,42,v1
-3914623735036915534,train,42,v1
-3914661311749570586,train,42,v1
-3916239404794273877,train,42,v1
-3916369382395560410,test,42,v1
-3916852901953377227,train,42,v1
-392005153369306689,test,42,v1
-3927370802777078831,train,42,v1
-393160479288611459,train,42,v1
-3932945708986814119,train,42,v1
-3940816727290109028,train,42,v1
-3942913842354643977,train,42,v1
