case_id,slot,image_path,absolute_path,exists
-1056272893472010635,0,dataset/images/-5500328717903522678.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-5500328717903522678.png,True
-1056928533969389753,0,dataset/images/-2343989119243327962.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-2343989119243327962.png,True
-1056928533969389753,1,dataset/images/-5729742698662869643.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-5729742698662869643.png,True
-1056928533969389753,2,dataset/images/-9222123479438718712.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-9222123479438718712.png,True
-1057240568748349024,0,dataset/images/-341324569907477536.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-341324569907477536.png,True
-1057240568748349024,1,dataset/images/3927578437049943988.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/3927578437049943988.png,True
-1060130963443704102,0,dataset/images/-7488721783507435350.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-7488721783507435350.png,True
-1060130963443704102,1,dataset/images/5053055464292650713.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/5053055464292650713.png,True
-1061801124542504778,0,dataset/images/-295175376477383382.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-295175376477383382.png,True
-106405243948208551,0,dataset/images/7624703560142571231.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/7624703560142571231.png,True
-1067542267811956200,0,dataset/images/-2682298177796377023.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-2682298177796377023.png,True
-1067542267811956200,1,dataset/images/6195645539054445183.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/6195645539054445183.png,True
-1073544188024944010,0,dataset/images/-1542787778564695920.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1542787778564695920.png,True
-1073544188024944010,1,dataset/images/-3253987854671575512.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3253987854671575512.png,True
-1073544188024944010,2,dataset/images/108462233489916244.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/108462233489916244.png,True
-1073891379022187312,0,dataset/images/8799338481763066353.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/8799338481763066353.png,True
-1079717215777778516,0,dataset/images/-3060870142909393201.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3060870142909393201.png,True
-1079727161055493298,0,dataset/images/1303931515034925972.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/1303931515034925972.png,True
-1079727161055493298,1,dataset/images/17775584599697809.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/17775584599697809.png,True
-1079727161055493298,2,dataset/images/691263588284095124.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/691263588284095124.png,True
-1087381795155772077,0,dataset/images/-1306941150253534667.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1306941150253534667.png,True
-1089800692688279258,0,dataset/images/960187272475981264.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/960187272475981264.png,True
-1099238256674819265,0,dataset/images/-1719446212838121017.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1719446212838121017.png,True
-1101392520794914783,0,dataset/images/-8195825849611846307.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-8195825849611846307.png,True
-1101392520794914783,1,dataset/images/-8250386929233656434.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-8250386929233656434.png,True
-1101392520794914783,2,dataset/images/9096596305603840450.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/9096596305603840450.png,True
-11128479390212235,0,dataset/images/-3296993372552591576.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3296993372552591576.png,True
-11128479390212235,1,dataset/images/-6080546223626936996.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-6080546223626936996.png,True
-11128479390212235,2,dataset/images/-6835668526978948754.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-6835668526978948754.png,True
-1113345605825367413,0,dataset/images/-4990187437979297991.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-4990187437979297991.png,True
-1113345605825367413,1,dataset/images/5822982330833241535.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/5822982330833241535.png,True
-1113345605825367413,2,dataset/images/9043603215010758897.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/9043603215010758897.png,True
-111683086443147412,0,dataset/images/-304171554496873031.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-304171554496873031.png,True
-111683086443147412,1,dataset/images/1628199398892577507.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/1628199398892577507.png,True
-1119092979468790566,0,dataset/images/6743454924645473415.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/6743454924645473415.png,True
-1120481478267460560,0,dataset/images/-3933475004882152757.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3933475004882152757.png,True
-1120481478267460560,1,dataset/images/-6233451743223829948.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-6233451743223829948.png,True
-1120481478267460560,2,dataset/images/-764324206369620251.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-764324206369620251.png,True
-1124376008163931651,0,dataset/images/-9089504303186415895.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-9089504303186415895.png,True
-1124376008163931651,1,dataset/images/2117224324501069563.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2117224324501069563.png,True
-1124376008163931651,2,dataset/images/4416217686963699778.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/4416217686963699778.png,True
-1127347074157114394,0,dataset/images/6325922237746138430.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/6325922237746138430.png,True
-1128330186348790427,0,dataset/images/-5770661990085000188.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-5770661990085000188.png,True
-1128330186348790427,1,dataset/images/-8349802738790668557.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-8349802738790668557.png,True
-1128330186348790427,2,dataset/images/731742664166354327.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/731742664166354327.png,True
-113091225230567987,0,dataset/images/-1979417173631887595.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1979417173631887595.png,True
-113091225230567987,1,dataset/images/2869390005959410844.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2869390005959410844.png,True
-113091225230567987,2,dataset/images/6251975297204365136.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/6251975297204365136.png,True
-1131745754224368828,0,dataset/images/4174575629707577584.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/4174575629707577584.png,True
-1135026789486682604,0,dataset/images/1425606694436427247.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/1425606694436427247.png,True
-1135026789486682604,1,dataset/images/7206030263986316329.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/7206030263986316329.png,True
-1135026789486682604,2,dataset/images/811812586859711978.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/811812586859711978.png,True
-113600338199345486,0,dataset/images/3156947103649481599.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/3156947103649481599.png,True
-1137468110374856758,0,dataset/images/-420948865655293968.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-420948865655293968.png,True
-1137468110374856758,1,dataset/images/-8926558499250236160.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-8926558499250236160.png,True
-1137468110374856758,2,dataset/images/6561837420168089247.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/6561837420168089247.png,True
-1147365175896762601,0,dataset/images/-3194582777873313186.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3194582777873313186.png,True
-1147365175896762601,1,dataset/images/-78242243559460767.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-78242243559460767.png,True
-1147365175896762601,2,dataset/images/3201833674357467711.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/3201833674357467711.png,True
-1147837260705654157,0,dataset/images/-4502385351470248626.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-4502385351470248626.png,True
-1147837260705654157,1,dataset/images/-8902560340728906088.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-8902560340728906088.png,True
-1147837260705654157,2,dataset/images/2750654659204695486.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2750654659204695486.png,True
-1148272184782133632,0,dataset/images/-4961213367441207056.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-4961213367441207056.png,True
-1148272184782133632,1,dataset/images/399740121202609742.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/399740121202609742.png,True
-1148272184782133632,2,dataset/images/666314747470767898.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/666314747470767898.png,True
-1148910296687609402,0,dataset/images/-1744756044638724982.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1744756044638724982.png,True
-1148910296687609402,1,dataset/images/7280735507605566821.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/7280735507605566821.png,True
-1148910296687609402,2,dataset/images/7636410719238388366.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/7636410719238388366.png,True
-114959561601268372,0,dataset/images/-106355051564979815.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-106355051564979815.png,True
-114959561601268372,1,dataset/images/2429059167940207604.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2429059167940207604.png,True
-114959561601268372,2,dataset/images/5920067063852620456.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/5920067063852620456.png,True
-1160477743339353280,0,dataset/images/-1019470696082480487.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1019470696082480487.png,True
-1160477743339353280,1,dataset/images/-2503198651519240002.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-2503198651519240002.png,True
-1173129871484027314,0,dataset/images/-3102828523834630849.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3102828523834630849.png,True
-1175252715545111648,0,dataset/images/1729541313098155924.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/1729541313098155924.png,True
-1176139745215707994,0,dataset/images/-3829216436875682288.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3829216436875682288.png,True
-1176139745215707994,1,dataset/images/527530180092854973.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/527530180092854973.png,True
-1176139745215707994,2,dataset/images/8198029069118414622.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/8198029069118414622.png,True
-1179468002507761906,0,dataset/images/-1867939899745282129.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1867939899745282129.png,True
-1179468002507761906,1,dataset/images/-2928900562680766176.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-2928900562680766176.png,True
-1179468002507761906,2,dataset/images/-3036625044292236406.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3036625044292236406.png,True
-1180717079993352243,0,dataset/images/-6429294932374612239.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-6429294932374612239.png,True
-1180717079993352243,1,dataset/images/-6750888907434406123.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-6750888907434406123.png,True
-1180717079993352243,2,dataset/images/7555110602491838849.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/7555110602491838849.png,True
-1186785859296268316,0,dataset/images/-9026279950970010937.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-9026279950970010937.png,True
-1194971820059996286,0,dataset/images/3733959997126690739.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/3733959997126690739.png,True
-1204349630028029673,0,dataset/images/-3136247653193336048.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3136247653193336048.png,True
-1207834327352514621,0,dataset/images/-1214887362025110286.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1214887362025110286.png,True
-1207834327352514621,1,dataset/images/-7152576219972534173.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-7152576219972534173.png,True
-1207834327352514621,2,dataset/images/2582636071294384555.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2582636071294384555.png,True
-1212008586821278166,0,dataset/images/-3583990329304518263.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3583990329304518263.png,True
-1212008586821278166,1,dataset/images/1181399278837045247.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/1181399278837045247.png,True
-1212008586821278166,2,dataset/images/2201649432205640488.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2201649432205640488.png,True
-1212770266425026516,0,dataset/images/9160515254792469987.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/9160515254792469987.png,True
-1213387482804414270,0,dataset/images/-5188984778855273312.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-5188984778855273312.png,True
-1213387482804414270,1,dataset/images/5561532537197005976.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/5561532537197005976.png,True
-1213387482804414270,2,dataset/images/8917931502494621638.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/8917931502494621638.png,True
-1214152415217842430,0,dataset/images/8992004962400932960.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/8992004962400932960.png,True
-121780207208961369,0,dataset/images/-2880584466283634812.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-2880584466283634812.png,True
-121780207208961369,1,dataset/images/197522160518473817.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/197522160518473817.png,True
-121780207208961369,2,dataset/images/75971653349730415.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/75971653349730415.png,True
-1219618387013167058,0,dataset/images/-1112878697045853123.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1112878697045853123.png,True
-1219618387013167058,1,dataset/images/4060514270598554740.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/4060514270598554740.png,True
-1219618387013167058,2,dataset/images/8109390899642688699.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/8109390899642688699.png,True
-1223731585128954908,0,dataset/images/7141589955783919995.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/7141589955783919995.png,True
-1223898448071053723,0,dataset/images/4163357532746944877.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/4163357532746944877.png,True
-1223898448071053723,1,dataset/images/8943085419955811117.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/8943085419955811117.png,True
-1226908042701108862,0,dataset/images/6920439258489501111.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/6920439258489501111.png,True
-1233017355299361436,0,dataset/images/-7585099970906291372.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-7585099970906291372.png,True
-1233017355299361436,1,dataset/images/-8241602684852001974.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-8241602684852001974.png,True
-1233017355299361436,2,dataset/images/1077147471041777800.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/1077147471041777800.png,True
-1235573782679771458,0,dataset/images/-1082823433701111185.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1082823433701111185.png,True
-1235573782679771458,1,dataset/images/-1220944685897488691.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-1220944685897488691.png,True
-1235573782679771458,2,dataset/images/2692765981957841521.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2692765981957841521.png,True
-1239598386725310498,0,dataset/images/2140980680591576097.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2140980680591576097.png,True
-1242563951569687529,0,dataset/images/-6729911682001148208.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-6729911682001148208.png,True
-1242563951569687529,1,dataset/images/-956759601015673505.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-956759601015673505.png,True
-1242563951569687529,2,dataset/images/2063545468722760537.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2063545468722760537.png,True
-1243602176678500074,0,dataset/images/-205369795937763847.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-205369795937763847.png,True
-1243602176678500074,1,dataset/images/6528833345699436943.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/6528833345699436943.png,True
-1243602176678500074,2,dataset/images/76599206299729213.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/76599206299729213.png,True
-1248246033945054233,0,dataset/images/-6974606759109816662.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-6974606759109816662.png,True
-1248246033945054233,1,dataset/images/1868280725726787241.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/1868280725726787241.png,True
-1248246033945054233,2,dataset/images/2192270069473929375.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2192270069473929375.png,True
-1250229492463751778,0,dataset/images/-3967260898220303649.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-3967260898220303649.png,True
-1251963679158960118,0,dataset/images/-7172356287592486788.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-7172356287592486788.png,True
-1251963679158960118,1,dataset/images/263339305593339838.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/263339305593339838.png,True
-1251963679158960118,2,dataset/images/2859898757006626400.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2859898757006626400.png,True
-1254264658081974557,0,dataset/images/-7558789574725246528.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-7558789574725246528.png,True
-1255305323698889844,0,dataset/images/-7302111413801214907.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-7302111413801214907.png,True
-1255305323698889844,1,dataset/images/4260197786253238566.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/4260197786253238566.png,True
-1255305323698889844,2,dataset/images/8676271219949267141.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/8676271219949267141.png,True
-1255681262079788181,0,dataset/images/2251281278764704982.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/2251281278764704982.png,True
-1257901370605398997,0,dataset/images/-2167153309402957440.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-2167153309402957440.png,True
-1257901370605398997,1,dataset/images/-4664765345185384300.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-4664765345185384300.png,True
-1257901370605398997,2,dataset/images/3021211634092481761.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/3021211634092481761.png,True
-1261265309605882327,0,dataset/images/-5871711423933054723.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-5871711423933054723.png,True
-1262951599314161924,0,dataset/images/-5949315841433628424.png,/Users/vatsal1/Projects/github/DermoLens/derm-train/data/raw_images/images/dataset/images/-5949315841433628424.png,True
